agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,enacted_page,enacted_line,estimated_exec_page,estimated_exec_line,anchor_method,predecessor_approp_id,predecessor_exec_page,predecessor_exec_line,successor_approp_id,successor_exec_page,successor_exec_line
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,11802,2018,50000,50000,"26 For services and expenses of the following organizations:
27 Rockland Council on Alcoholism, Inc. (11802) .........................
28 50,000 ............................................... (re. $50,000)",1213,26.0,892,48.0,both,11847,891.0,44.0,11803,892.0,48.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Federal,Local Assistance Account - 10000,11809,2014,1000000,50000,"11 By chapter 53, section 1, of the laws of 2014, as amended by chapter 53,
12 section 1, of the laws of 2015:
13 For services and expenses of opiate abuse treatment and prevention
14 programs (11809) ... 1,000,000 ....................... (re. $50,000)",1214,11.0,892,48.0,both,11847,891.0,44.0,11803,892.0,48.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Other,Opioid Settlement Fund Account - 23817,12095,2025,8500000,0,"1199 12553-09-5 DEPARTMENT OF MENTAL HYGIENE OFFICE OF ADDICTION SERVICES AND SUPPORTS AID TO LOCALITIES 2025-26 1 For services and expenses of initiatives 2 supporting parity implementation and 3 enforcement on behalf of consumers, 4 including the office of the independent 5 substance use disorder and mental health 6 ombudsman (12095) ............................ 8,500,000",1199,6.0,893,18.0,both,11823,893.0,11.0,11809,893.0,18.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,12095,2025,1500000,0,"48 For services and expenses of the office of 49 the independent substance use disorder and 50 mental health ombudsman (12095) .............. 1,500,000",1194,50.0,893,27.0,both,12094,887.0,21.0,11815,893.0,27.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,12096,2025,9084000,0,"1196 12553-09-5 DEPARTMENT OF MENTAL HYGIENE OFFICE OF ADDICTION SERVICES AND SUPPORTS AID TO LOCALITIES 2025-26 1 subject to the approval of the director of 2 the budget, without a competitive bid or 3 request for proposal process. Funding 4 shall be made available to local govern- 5 mental units pursuant to criteria estab- 6 lished by the office of addiction services 7 and supports, in consultation with local 8 governmental units, which shall take into 9 consideration the local needs and 10 resources as identified by local govern- 11 mental units, the average daily jail popu- 12 lation, the average number of persons 13 incarcerated in the jail that require 14 substance use disorder services and such 15 other factors as may be deemed necessary 16 (12096) ...................................... 9,084,000",1196,16.0,893,27.0,both,12094,887.0,21.0,11815,893.0,27.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Other,Opioid Settlement Fund Account - 23817,11815,2024,31789000,22705000,"18 By chapter 53, section 1, of the laws of 2024:
19 For services and expenses related to prevention, intervention, treat-
20 ment, and recovery programs provided by the substance use
21 prevention, treatment and recovery services (SUPTRS) block grant.
22 Notwithstanding any inconsistent provision of law, a portion of the
23 funds hereby appropriated may, subject to the approval of the direc-
24 tor of the budget, be transferred to state operations and/or any
25 appropriation of the office of addiction services and supports
26 consistent with the terms and conditions of the SUPTRS block grant
27 award.
28 Notwithstanding any inconsistent provision of law except pursuant to a
29 chapter of the laws of 2024 authorizing a 2.84 percent cost of
30 living adjustment, for the period commencing on April 1, 2024 and
31 ending March 31, 2025 the commissioner shall not apply any other
32 cost of living adjustment for the purpose of establishing rates of
33 payments, contracts or any other form of reimbursement.
34 Notwithstanding any inconsistent provision of law, $5,000,000 of the
35 funds hereby appropriated may, subject to the approval of the direc-
36 tor of the budget, be used for services and expenses associated with
37 federal grant awards yet to be allocated. Appropriation authority
38 contained herein may be transferred to state operations and/or any
39 appropriation of the office of addiction services and supports.
40 Notwithstanding any provision of law to the contrary, the commissioner
41 of the office of addiction services and supports shall be author-
42 ized, subject to the approval of the director of the budget, to
43 continue contracts which were executed on or before March 31, 2024
44 with entities providing services for problem gambling and substance
45 use disorder prevention, treatment, harm reduction and recovery
46 services, without any additional requirements that such contracts be
AB
1215 12553-09-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE OF ADDICTION SERVICES AND SUPPORTS
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 subject to competitive bidding, a request for proposal process or
2 other administrative procedures.
3 Funds appropriated herein shall be available in accordance with the
4 following:
5 For services and expenses related to problem gambling, substance use
6 disorder outpatient, and treatment support services (11815) ........
7 31,789,000 ....................................... (re. $22,705,000)",1215,18.0,894,18.0,both,11803,892.0,48.0,11809,894.0,18.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Other,Opioid Settlement Fund Account - 23817,11822,2024,103157000,84085000,"8 For services and expenses related to residential services (11822) ....
9 103,157,000 ...................................... (re. $84,085,000)",1215,8.0,894,18.0,both,11803,892.0,48.0,11809,894.0,18.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Other,Opioid Settlement Fund Account - 23817,11823,2024,8558000,5200000,"10 For services and expenses related to crisis services (11823) .........
11 8,558,000 ......................................... (re. $5,200,000)",1215,10.0,894,18.0,both,11803,892.0,48.0,11809,894.0,18.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Other,Opioid Settlement Fund Account - 23817,11835,2021,129000000,35799000,"12 By chapter 53, section 1, of the laws of 2021, as amended by chapter 53,
13 section 1, of the laws of 2023:
14 For services and expenses associated with federal block grant awards
15 yet to be allocated by the federal department of health and human
16 services. Notwithstanding any inconsistent provision of law, the
17 director of the budget is hereby authorized to transfer appropri-
18 ation authority contained herein to any other federal fund or
19 program within the office of addiction services and supports for aid
20 to localities, administrative and support services, including fringe
21 benefits, associated with the federal block grant.
22 Notwithstanding sections 112 and 163 of the state finance law and
23 section 142 of the economic development law, or any other inconsist-
24 ent provision of law, funds available for expenditure pursuant to
25 this appropriation for the development, expansion, and/or operation
26 of treatment, recovery, and/or prevention services for persons with
27 substance use disorders, may be allocated and distributed by the
28 commissioner of the office of addiction services and supports,
29 subject to the approval of the director of the budget, without a
30 competitive bid or request for proposal process.
31 Funds shall be administered by the office of addiction services and
32 supports consistent with federal law and requirements. The agency
33 shall prepare annual reporting to the chairperson of the senate
34 finance committee, the chairperson of the assembly ways and means
35 committee, the chairperson of the senate committee on alcoholism and
36 drug abuse, the chairperson of the assembly committee on alcoholism
37 and drug abuse, on the disbursement of funding for each purpose.
38 Such reports shall include: (a) description of types of projects
39 supported by these funds; (b) total funds committed by project type;
40 (c) total funds liquidated by project type; and (d) number of
41 addiction and substance use disorder providers who have received
42 direct grant payments. Such reports shall be due July 1, 2021, Octo-
43 ber 1, 2021, and annually thereafter (11835) .......................
44 129,000,000 ...................................... (re. $35,799,000)",1215,12.0,894,18.0,both,11803,892.0,48.0,11809,894.0,18.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Other,Problem Gambling Services Account - 23703,11825,2025,2000000,0,"1205 12553-09-5 DEPARTMENT OF MENTAL HYGIENE OFFICE OF ADDICTION SERVICES AND SUPPORTS AID TO LOCALITIES 2025-26 1 Notwithstanding any other provision of law, 2 the money hereby appropriated may be 3 transferred to state operations and/or any 4 appropriation of the office of addiction 5 services and supports, with the approval 6 of the director of the budget (11825) ........ 2,000,000",1205,6.0,898,13.0,both,11825,898.0,30.0,11825,898.0,13.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Other,Problem Gambling Services Account - 23703,11825,2025,9600000,0,"7 -------------- 8 Program account subtotal ................... 2,000,000 9 -------------- 10 Special Revenue Funds - Other 11 New York State Commercial Gaming Fund 12 Problem Gambling Services Account - 23703 13 For services and expenses of problem gambl- 14 ing education, prevention, recovery, and 15 treatment services. 16 Notwithstanding any provision of law, rule 17 or regulation to the contrary, a portion 18 of this appropriation may be made avail- 19 able to localities and nonprofit and for 20 profit agencies for payment of expenses 21 for facilities operating under a receiver- 22 ship pursuant to section 19.41 of the 23 mental hygiene law. 24 Notwithstanding any provision of law to the 25 contrary, the commissioner of the office 26 of addiction services and supports shall 27 be authorized, subject to the approval of 28 the director of the budget, to continue 29 contracts which were executed on or before 30 March 31, 2025 with entities providing 31 services for problem gambling and 32 substance use disorder prevention, treat- 33 ment, harm reduction, and recovery 34 services, without any additional require- 35 ments that such contracts be subject to 36 competitive bidding, a request for 37 proposal process or other administrative 38 procedures. 39 Notwithstanding any other provision of law, 40 the money hereby appropriated may be 41 transferred to state operations and/or any 42 appropriation of the office of addiction 43 services and supports, with the approval 44 of the director of the budget (11825) ........ 9,600,000",1205,44.0,898,13.0,both,11825,898.0,30.0,11825,898.0,13.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Other,Public Education Account - 24802,11825,2025,100000,0,"1206 12553-09-5 DEPARTMENT OF MENTAL HYGIENE OFFICE OF ADDICTION SERVICES AND SUPPORTS AID TO LOCALITIES 2025-26 1 Special Revenue Funds - Other 2 Substance Use Disorder Education and Recovery Fund 3 Substance Use Disorder Education and Recovery Services 4 Account - 23818 5 For services and expenses of substance use 6 disorder treatment, prevention, education, 7 and recovery services. 8 Notwithstanding any provision of law, rule 9 or regulation to the contrary, a portion 10 of this appropriation may be made avail- 11 able to localities and nonprofit and for- 12 profit agencies for payment of expenses 13 for facilities operating under a receiver- 14 ship pursuant to section 19.41 of the 15 mental hygiene law. 16 Notwithstanding any other provision of law, 17 the money hereby appropriated may be 18 transferred to state operations and/or any 19 appropriation of the office of addiction 20 services and supports, with the approval 21 of the director of the budget (11825) .......... 100,000",1206,21.0,898,13.0,both,11825,898.0,30.0,11825,898.0,13.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,11817,2025,50000000,0,"1201 12553-09-5 DEPARTMENT OF MENTAL HYGIENE OFFICE OF ADDICTION SERVICES AND SUPPORTS AID TO LOCALITIES 2025-26 1 For services and expenses associated with 2 federal grant awards yet to be allocated. 3 Notwithstanding any inconsistent provision 4 of law, the director of the budget is 5 hereby authorized to transfer appropri- 6 ation authority contained herein to any 7 other federal fund or program within the 8 office of addiction services and supports 9 for aid to localities, administrative and 10 support services, including fringe bene- 11 fits 12 Notwithstanding any inconsistent provision 13 of law, a portion of the funds appropri- 14 ated herein may be suballocated to other 15 agencies for use in accordance with feder- 16 al grant awards. (11817) .................... 50,000,000",1201,16.0,898,35.0,both,11809,893.0,18.0,11825,898.0,35.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,11825,2025,81444500,0,"1202 12553-09-5 DEPARTMENT OF MENTAL HYGIENE OFFICE OF ADDICTION SERVICES AND SUPPORTS AID TO LOCALITIES 2025-26 1 transferred to state operations and/or any 2 appropriation of the office of addiction 3 services and supports, with the approval 4 of the director of the budget. 5 Notwithstanding any inconsistent provision 6 of law except pursuant to a chapter of the 7 laws of 2025 authorizing a 2.6 percent 8 targeted inflationary increase, for the 9 period commencing on April 1, 2025 and 10 ending March 31, 2026 the commissioner 11 shall not apply any other inflationary 12 increases, cost of living type increases, 13 inflation factors, or trend factors for 14 the purpose of establishing rates of 15 payments, contracts or any other form of 16 reimbursement. 17 Notwithstanding any provision of law to the 18 contrary, the commissioner of the office 19 of addiction services and supports shall 20 be authorized, subject to the approval of 21 the director of the budget, to continue 22 contracts which were executed on or before 23 March 31, 2025 with entities providing 24 services for problem gambling and 25 substance use disorder prevention, treat- 26 ment, harm reduction and recovery 27 services, without any additional require- 28 ments that such contracts be subject to 29 competitive bidding, a request for 30 proposal process or other administrative 31 procedures. 32 The state comptroller is hereby authorized 33 to receive funds from the office of 34 addiction services and supports that were 35 returned from providers in the current 36 fiscal year in respect of a settlement of 37 local assistance funds from prior fiscal 38 years and is authorized to refund such 39 moneys to the credit of this fund for the 40 purpose of reimbursing the 2025-26 appro- 41 priation. 42 Funds appropriated herein shall be available 43 in accordance with the following: 44 For services and expenses related to 45 prevention and program support (11825) ...... 81,444,500",1202,45.0,898,35.0,both,11809,893.0,18.0,11825,898.0,35.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,12097,2025,56492700,0,"46 For services and expenses related to recov- 47 ery services, including housing and recov- 48 ery centers (12097) ......................... 56,492,700",1202,48.0,898,35.0,both,11809,893.0,18.0,11825,898.0,35.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Federal,Opioid Stewardship account - 22239,11809,2023,200000000,170647000,"46 amended by chapter 53, section 1, of the laws of 2023, is hereby
47 amended and reappropriated to read:
AB
1219 12553-09-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE OF ADDICTION SERVICES AND SUPPORTS
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 For services and expenses related to a public health-style approach to
2 mitigating the impact of opioid addiction, to include harm reduction
3 and patient-centered services, harm reduction services overseen by
4 the AIDS institute of the state department of health, and initi-
5 atives to assist individuals who are uninsured or underinsured
6 afford treatment appointments and medications.
7 _N_o_t_w_i_t_h_s_t_a_n_d_i_n_g__s_e_c_t_i_o_n__9_7_-_a_a_a_a_a__o_f__t_h_e__s_t_a_t_e__f_i_n_a_n_c_e__l_a_w__o_r__a_n_y__o_t_h_e_r
8 _p_r_o_v_i_s_i_o_n__o_f__l_a_w__t_o__t_h_e__c_o_n_t_r_a_r_y_,__u_p__t_o__$_5_4_,_8_5_4_,_5_2_8_._3_6__o_f__t_h_e___f_u_n_d_s
9 _a_p_p_r_o_p_r_i_a_t_e_d___h_e_r_e_i_n___s_h_a_l_l__b_e__p_a_i_d__t_o__A_m_e_r_i_s_o_u_r_c_e_B_e_r_g_e_n__D_r_u_g__C_o_r_p_._,
10 _A_m_e_r_i_s_o_u_r_c_e__H_e_a_l_t_h__S_e_r_v_i_c_e_s__L_L_C__(_d_/_b_/_a__A_m_e_r_i_c_a_n___H_e_a_l_t_h___P_a_c_k_a_g_i_n_g_)_,
11 _A_S_D__S_p_e_c_i_a_l_t_y__H_e_a_l_t_h_c_a_r_e_,__L_L_C_,__H_._D_.__S_m_i_t_h_,__L_L_C_,__P_h_a_r_M_E_D_i_u_m__S_e_r_v_i_c_e_s_,
12 _L_L_C_,___C_a_r_d_i_n_a_l__H_e_a_l_t_h_,__I_n_c_._,__T_h_e__H_a_r_v_a_r_d__D_r_u_g__G_r_o_u_p_,__L_L_C_,__I_n_t_e_g_r_a_t_e_d
13 _C_o_m_m_e_r_c_i_a_l_i_z_a_t_i_o_n___S_o_l_u_t_i_o_n_s_,___M_c_K_e_s_s_o_n___C_o_r_p_o_r_a_t_i_o_n____(_c_o_l_l_e_c_t_i_v_e_l_y
14 _""_P_l_a_i_n_t_i_f_f_s_""_)___i_n___a_c_c_o_r_d_a_n_c_e___w_i_t_h___t_h_e___M_a_r_c_h___2_0_2_5__S_t_i_p_u_l_a_t_i_o_n__o_f
15 _S_e_t_t_l_e_m_e_n_t_,__R_e_l_e_a_s_e__a_n_d__""_O_r_d_e_r__o_f__D_i_s_m_i_s_s_a_l__b_e_t_w_e_e_n___P_l_a_i_n_t_i_f_f_s___a_n_d
16 _c_e_r_t_a_i_n___N_e_w___Y_o_r_k___s_t_a_t_e___a_g_e_n_c_i_e_s___a_n_d__e_m_p_l_o_y_e_e_s__i_n__t_h_e_i_r__o_f_f_i_c_i_a_l
17 _c_a_p_a_c_i_t_i_e_s__s_t_e_m_m_i_n_g__f_r_o_m__t_h_e__s_t_a_t_e_'_s__e_n_a_c_t_m_e_n_t__a_n_d__i_m_p_l_e_m_e_n_t_a_t_i_o_n__o_f
18 _t_h_e__2_0_1_8__o_p_i_o_i_d__s_t_e_w_a_r_d_s_h_i_p__a_c_t_.
19 Notwithstanding any other provision of law, the money hereby appropri-
20 ated may be transferred to state operations and/or any appropriation
21 of the office of addiction services and supports, with the approval
22 of the director of the budget.
23 Notwithstanding any inconsistent provisions of law, moneys from this
24 appropriation may be used for expenses of localities, nonprofit and
25 for-profit agencies that may arise from the assumption of opera-
26 tional responsibilities for programs when operating certificates for
27 such programs cease to be in effect and/or programs are placed into
28 receivership pursuant to section 19.41 of the mental hygiene law.
29 Notwithstanding any provision of law to the contrary, funding made
30 available by this appropriation may be transferred to the research
31 foundation for mental hygiene, inc. (RFMH) and/or health research
32 incorporated (HRI) with the approval of the director of the budget.
33 Notwithstanding any provision of law to the contrary, a portion of the
34 funds appropriated herein may be suballocated, subject to the
35 approval of the director of the budget, to the state department of
36 health to accomplish the purpose of this appropriation (11809) .....
37 200,000,000 ..................................... (re. $170,647,000)",1219,46.0,898,45.0,both,11809,896.0,6.0,11825,898.0,45.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Federal,Opioid Stewardship account - 22239,11825,2024,48656000,33434000,"42 By chapter 53, section 1, of the laws of 2024:
43 For services and expenses related to prevention, intervention, treat-
44 ment, and recovery programs provided by the substance use
45 prevention, treatment and recovery services (SUPTRS) block grant.
46 Notwithstanding any inconsistent provision of law, a portion of the
47 funds hereby appropriated may, subject to the approval of the direc-
AB
1220 12553-09-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE OF ADDICTION SERVICES AND SUPPORTS
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 tor of the budget, be transferred to state operations and/or any
2 appropriation of the office of addiction services and supports
3 consistent with the terms and conditions of the SUPTRS block grant
4 award.
5 Notwithstanding any inconsistent provision of law except pursuant to a
6 chapter of the laws of 2024 authorizing a 2.84 percent cost of
7 living adjustment, for the period commencing on April 1, 2024 and
8 ending March 31, 2025 the commissioner shall not apply any other
9 cost of living adjustment for the purpose of establishing rates of
10 payments, contracts or any other form of reimbursement.
11 Notwithstanding any provision of law to the contrary, the commissioner
12 of the office of addiction services and supports shall be author-
13 ized, subject to the approval of the director of the budget, to
14 continue contracts which were executed on or before March 31, 2024
15 with entities providing services for problem gambling and substance
16 use disorder prevention, treatment, harm reduction and recovery
17 services, without any additional requirements that such contracts be
18 subject to competitive bidding, a request for proposal process or
19 other administrative procedures (11825) ............................
20 48,656,000 ....................................... (re. $33,434,000)",1220,42.0,898,45.0,both,11809,896.0,6.0,11825,898.0,45.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Federal,Opioid Stewardship account - 22239,12097,2024,23000000,23000000,"21 For services and expenses related to recovery services including hous-
22 ing (12097) ... 23,000,000 ....................... (re. $23,000,000)",1220,21.0,898,45.0,both,11809,896.0,6.0,11825,898.0,45.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Other,Substance Abuse Services Fund Account - 22700,12004,2021,40000000,14233000,"23 By chapter 53, section 1, of the laws of 2021, as amended by chapter 53,
24 section 1, of the laws of 2024:
25 For services and expenses associated with federal block grant awards
26 yet to be allocated by the federal department of health and human
27 services. Notwithstanding any inconsistent provision of law, the
28 director of the budget is hereby authorized to transfer appropri-
29 ation authority contained herein to any other federal fund or
30 program within the office of addiction services and supports for aid
31 to localities, administrative and support services, including fringe
32 benefits, associated with the federal block grant.
33 Notwithstanding sections 112 and 163 of the state finance law and
34 section 142 of the economic development law, or any other inconsist-
35 ent provision of law, funds available for expenditure pursuant to
36 this appropriation for the development, expansion, and/or operation
37 of treatment, recovery, and/or prevention services for persons with
38 substance use disorders, may be allocated and distributed by the
39 commissioner of the office of addiction services and supports,
40 subject to the approval of the director of the budget, without a
41 competitive bid or request for proposal process.
42 Funds shall be administered by the office of addiction services and
43 supports consistent with federal law and requirements. The agency
44 shall prepare annual reporting to the chairperson of the senate
45 finance committee, the chairperson of the assembly ways and means
46 committee, the chairperson of the senate committee on alcoholism and
47 drug abuse, the chairperson of the assembly committee on alcoholism
48 and drug abuse, on the disbursement of funding for each purpose.
49 Such reports shall include: (a) description of types of projects
AB
1221 12553-09-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE OF ADDICTION SERVICES AND SUPPORTS
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 supported by these funds; (b) total funds committed by project type;
2 (c) total funds liquidated by project type; and (d) number of
3 addiction and substance use disorder providers who have received
4 direct grant payments. Such reports shall be due July 1, 2021, Octo-
5 ber 1, 2021, and annually thereafter (12004) .......................
6 40,000,000 ....................................... (re. $14,233,000)",1221,23.0,899,2.0,both,11825,898.0,45.0,11825,899.0,2.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Other,Substance Use Disorder Education and Recovery Services Account - 23818,11825,2021,7313000,103000,"6 By chapter 53, section 1, of the laws of 2021:
7 For services and expenses of community chemical dependence treatment,
8 prevention, and recovery services programs including services and
9 expenses related to staff training, evaluation, and workforce devel-
10 opment activities.
11 Notwithstanding any provision of law, rule or regulation to the
12 contrary, a portion of this appropriation related to enforcement
13 action fine and/or levy moneys may be made available to localities
14 and nonprofit and for-profit agencies for payment of expenses for
15 facilities operating under a receivership pursuant to section 19.41
16 of the mental hygiene law. Such funds may also be transferred to
17 state operations and/or any appropriation of the office of addiction
18 services and supports with the approval of the director of the budg-
19 et (11825) ... 7,313,000 ............................ (re. $103,000)",1222,6.0,899,17.0,both,11825,899.0,2.0,11825,899.0,17.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Other,Substance Use Disorder Education and Recovery Services Account - 23818,11825,2019,7313000,7313000,"20 By chapter 53, section 1, of the laws of 2019, as amended by chapter 53,
21 section 1, of the laws of 2020:
22 For services and expenses of community chemical dependence treatment,
23 prevention, and recovery services programs including services and
24 expenses related to staff training, evaluation, and workforce devel-
25 opment activities.
26 Notwithstanding any provision of law, rule or regulation to the
27 contrary, a portion of this appropriation related to enforcement
28 action fine and/or levy moneys may be made available to localities
29 and nonprofit and for-profit agencies for payment of expenses for
30 facilities operating under a receivership pursuant to section 19.41
31 of the mental hygiene law. Such funds may also be transferred to
32 state operations and/or any appropriation of the office of addiction
33 services and supports with the approval of the director of the budg-
34 et (11825) ... 7,313,000 .......................... (re. $7,313,000)",1222,20.0,899,17.0,both,11825,899.0,2.0,11825,899.0,17.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Other,Substance Use Disorder Education and Recovery Services Account - 23818,11825,2022,100000,100000,"38 By chapter 53, section 1, of the laws of 2022:
39 For services and expenses of substance use disorder treatment,
40 prevention, education, and recovery services.
41 Notwithstanding any provision of law, rule or regulation to the
42 contrary, a portion of this appropriation may be made available to
43 localities and nonprofit and for profit agencies for payment of
44 expenses for facilities operating under a receiver ship pursuant to
45 section 19.41 of the mental hygiene law.
AB
1223 12553-09-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE OF ADDICTION SERVICES AND SUPPORTS
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 Notwithstanding any other provision of law, the money hereby appropri-
2 ated may be transferred to state operations and/or any appropriation
3 of the office of addiction services and supports, with the approval
4 of the director of the budget (11825) ..............................
5 100,000 ............................................. (re. $100,000)",1223,38.0,914,6.0,both,11825,899.0,17.0,37051,914.0,6.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,36942,2025,476682000,0,"1226 12553-09-5 DEPARTMENT OF MENTAL HYGIENE OFFICE OF MENTAL HEALTH AID TO LOCALITIES 2025-26 1 it existed prior to the effective date of 2 chapter 723 of the laws of 1989. 3 Notwithstanding any other provision of law 4 to the contrary, any of the amounts appro- 5 priated herein may be increased or 6 decreased by interchange or transfer with- 7 out limit, with any appropriation of the 8 office of mental health or by transfer or 9 suballocation to any department, agency or 10 public authority for expenditures incurred 11 in the operation of such programs with the 12 approval of the director of the budget: 13 For transfer to the department of health to 14 reimburse the department for the state 15 and/or local share of medical assistance 16 payments for various mental health 17 services. (36942) .......................... 476,682,000",1226,17.0,914,6.0,both,11825,899.0,17.0,37051,914.0,6.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37049,2025,74000000,0,"1227 12553-09-5 DEPARTMENT OF MENTAL HYGIENE OFFICE OF MENTAL HEALTH AID TO LOCALITIES 2025-26 1 savings resulting from the reduction of 2 inpatient and outpatient behavioral health 3 services provided under the medicaid 4 program (37049) ............................. 74,000,000",1227,4.0,914,26.0,both,37081,914.0,16.0,36941,914.0,26.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37012,2025,400000,0,"5 For services and expenses related to FarmNet 6 peer to peer support program for farmers 7 (37012) ........................................ 400,000",1227,7.0,914,26.0,both,37081,914.0,16.0,36941,914.0,26.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37050,2025,60000000,0,"1228 12553-09-5 DEPARTMENT OF MENTAL HYGIENE OFFICE OF MENTAL HEALTH AID TO LOCALITIES 2025-26 1 made available for the payment of costs as 2 determined by the commissioner of the 3 office of mental health in consultation 4 with the commissioner of the office of 5 addiction services and supports associated 6 with the administration, design, installa- 7 tion, construction, operation, or mainte- 8 nance of a 9-8-8 suicide prevention and 9 behavioral health crisis hotline system 10 serving the state. Such costs shall 11 include, but not be limited to: staffing, 12 hardware, software, consultants, financing 13 and other administrative costs to operate 14 crisis call-centers throughout the state 15 and the provision of acute and crisis 16 services for mental health and substance 17 use disorders by directly responding to 18 the 9-8-8 hotline established pursuant to 19 the National Suicide Hotline Designation 20 Act of 2020 (47 U.S.C. Section 251(e)) and 21 rules adopted by the Federal Communication 22 Commission. Such costs incurred by the 23 state, shall not supplant any separate 24 existing, future appropriations, or future 25 funding sources dedicated to the 9-8-8 26 crisis response system (37050) .............. 60,000,000",1228,26.0,914,26.0,both,37081,914.0,16.0,36941,914.0,26.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,36911,2025,1138996000,0,"1229 12553-09-5 DEPARTMENT OF MENTAL HYGIENE OFFICE OF MENTAL HEALTH AID TO LOCALITIES 2025-26 1 for the personal needs of each client 2 residing in the family care home. Funds 3 appropriated herein will be made available 4 to support the development of new transi- 5 tional stepdown units to help individuals 6 transitioning from various levels of care 7 to community-based living (36911) ........ 1,138,996,000",1229,7.0,914,40.0,both,36941,914.0,26.0,37067,914.0,40.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37068,2025,2800000,0,"11 For services and expenses related to the 12 expansion and evaluation of the Intensive 13 and Sustained Engagement Treatment (INSET) 14 program (37068) .............................. 2,800,000",1229,14.0,915,43.0,both,37067,914.0,40.0,37001,915.0,43.0
