agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,enacted_page,enacted_line,estimated_exec_page,estimated_exec_line,anchor_method,predecessor_approp_id,predecessor_exec_page,predecessor_exec_line,successor_approp_id,successor_exec_page,successor_exec_line
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,36928,2025,83063000,0,"15 Notwithstanding any inconsistent provision 16 of law except pursuant to a chapter of the 17 laws of 2025 authorizing a 2.6 percent 18 targeted inflationary increase, for the 19 period commencing on April 1, 2025 and 20 ending March 31, 2026 the commissioner 21 shall not apply any other inflationary 22 increases, cost of living type increases, 23 inflation factors, or trend factors for 24 the purpose of establishing rates of 25 payments, contracts or any other form of 26 reimbursement. 27 For services and expenses of the office of 28 mental health to implement a chapter of 29 the laws of 2025, to provide funding for a 30 targeted inflationary increase for the 31 purpose of establishing rates of payments, 32 contracts or any other form of reimburse- 33 ment for the period April 1, 2025 through 34 March 31, 2026. Notwithstanding any other 35 provision of law to the contrary, and 36 subject to the approval of the director of 37 the budget, the amounts appropriated here- 38 in may be increased or decreased by inter- 39 change or transfer without limit to any 40 local assistance appropriation, and may 41 include advances to local governments and 42 voluntary agencies, to accomplish this 43 purpose (36928) ............................. 83,063,000",1229,43.0,915,43.0,both,37067,914.0,40.0,37001,915.0,43.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,36987,2025,8360000,0,"1230 12553-09-5 DEPARTMENT OF MENTAL HYGIENE OFFICE OF MENTAL HEALTH AID TO LOCALITIES 2025-26 1 law. Organizations eligible for funding 2 made available by this appropriation shall 3 be limited to those that are required to 4 file a consolidated fiscal report with the 5 office of mental health. Each eligible 6 organization in receipt of funding made 7 available by this appropriation shall 8 submit written certification, in such form 9 and at such time as the commissioner shall 10 prescribe, attesting to how such funding 11 will be or was used for purposes eligible 12 under this appropriation. Notwithstanding 13 any inconsistent provision of law, and 14 subject to the approval of the director of 15 the budget, the amounts appropriated here- 16 in may be increased or decreased by inter- 17 change or transfer without limit to any 18 local assistance appropriation of the 19 office of mental health, and may include 20 advances to organizations authorized to 21 receive such funds to accomplish this 22 purpose (36987) .............................. 8,360,000",1230,22.0,915,43.0,both,37067,914.0,40.0,37001,915.0,43.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37013,2025,119500000,0,"1231 12553-09-5 DEPARTMENT OF MENTAL HYGIENE OFFICE OF MENTAL HEALTH AID TO LOCALITIES 2025-26 1 For services and expenses associated with 2 reinvestment for the expansion of state 3 community hubs and voluntary operated 4 services for adults and children (37013) ... 119,500,000",1231,4.0,915,43.0,both,37067,914.0,40.0,37001,915.0,43.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,36958,2025,67911000,0,"5 For services and expenses associated with 6 the provision of education, assessments, 7 training, in-reach, care coordination, 8 supported housing and the services needed 9 by mentally ill residents of adult homes 10 and persons with mental illness who are 11 discharged from adult homes, including, 12 but not limited to, the individuals 13 included in the implementation of the 14 settlement of O'Toole et. al. v. Cuomo 15 provided, however, no funds from this 16 appropriation shall be used to pay for the 17 services of an independent reviewer 18 appointed by such district court (36958) .... 67,911,000",1231,18.0,915,43.0,both,37067,914.0,40.0,37001,915.0,43.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37000,2025,12000000,0,"19 For services and expenses associated with 20 the provision of care coordination, 21 supported housing and the services needed 22 by qualified current and future mentally 23 ill residents of nursing homes, and 24 persons with mental illness who are 25 discharged from nursing homes, to imple- 26 ment settlement of 2011 federal litigation 27 Joseph S. v. Hogan (37000) .................. 12,000,000",1231,27.0,915,43.0,both,37067,914.0,40.0,37001,915.0,43.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37031,2025,1178000,0,"28 For services and expenses of the comprehen- 29 sive care centers for eating disorders 30 program (37031) .............................. 1,178,000",1231,30.0,915,43.0,both,37067,914.0,40.0,37001,915.0,43.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37069,2025,2000000,0,"31 For services to expand access to eating 32 disorder treatment (37069) ................... 2,000,000",1231,32.0,915,43.0,both,37067,914.0,40.0,37001,915.0,43.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37032,2025,1000000,0,"33 For services and expenses related to suicide 34 prevention efforts for veterans, first 35 responders, law enforcement and 36 corrections officers (37032) ................. 1,000,000",1231,36.0,915,43.0,both,37067,914.0,40.0,37001,915.0,43.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37082,2025,2000000,0,"37 For services and expenses of organizations 38 related to suicide prevention, peer-to- 39 peer training, and other mental health 40 supports and services for veterans and 41 first responders, including disaster 42 relief workers (37082) ....................... 2,000,000",1231,42.0,915,43.0,both,37067,914.0,40.0,37001,915.0,43.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37089,2024,500000,500000,"38 P.U.N.T Pediatric Cancer Collaborative _(_3_7_0_8_9_) .......................
39 500,000 ............................................. (re. $500,000)",1246,38.0,920,12.0,both,36913,920.0,19.0,37084,920.0,12.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37001,2024,8023600,3980000,"39 For services and expenses of the Joseph P. Dwyer Veteran Peer to Peer
40 Services Program in accordance with the following sub-schedule
41 (37001) ... 8,023,600 ............................. (re. $3,980,000)",1244,39.0,920,19.0,both,37050,919.0,22.0,36913,920.0,19.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37072,2024,250000,250000,"40 EverGreen Meadow _(_3_7_0_7_2_) ... 250,000 .................. (re. $250,000)",1246,,920,19.0,both,37050,919.0,22.0,36913,920.0,19.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37074,2024,200000,200000,"41 Child Mind Institute _(_3_7_0_7_4_) ... 200,000 .............. (re. $200,000)",1246,,920,19.0,both,37050,919.0,22.0,36913,920.0,19.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37054,2024,150000,150000,"46 The Trevor Project _(_3_7_0_5_4_) ... 150,000 ................ (re. $150,000)",1246,,920,19.0,both,37050,919.0,22.0,36913,920.0,19.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37031,2024,1178000,1178000,"13 Funds appropriated herein shall be used for services and expenses
14 associated with reinvestment for the expansion of state community
15 hubs and voluntary operated services for adults and children,
16 including, but not limited to, expanding crisis and respite beds,
17 home and community based services waiver slots, supported housing,
18 mental health urgent care walk-in centers, mobile engagement teams,
19 first episode psychosis teams, family resource centers, evidence-
20 based family support services, peer-operated recovery centers,
21 suicide prevention services, community forensic and diversion
22 services, tele-psychiatry, transportation services, family concierge
23 services, and adjustments to managed care premiums. The amounts in
24 this appropriation shall be deemed to satisfy the funding require-
25 ments of section 41.55 of the mental hygiene law.
26 Notwithstanding any other provision of law to the contrary, any of the
27 amounts appropriated herein may be increased or decreased by inter-
28 change or transfer without limit, with any appropriation of the
29 office of mental health, with the approval of the director of the
30 budget:
31 For services and expenses of the comprehensive care centers for eating
32 disorders program (37031) ... 1,178,000 ........... (re. $1,178,000)",1244,13.0,920,46.0,both,37049,919.0,15.0,37069,920.0,46.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37023,2024,175000,175000,"42 Family Service League - North Fork Mental Health Initiative _(_3_7_0_2_3_)
43 ... 175,000 ......................................... (re. $175,000)",1246,42.0,920,48.0,both,37084,920.0,12.0,37087,920.0,48.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,36908,2024,175000,175000,"44 Family Service League - South Fork Behavioral Health Initiative
45 _(_3_6_9_0_8_) ... 175,000 ................................. (re. $175,000)",1246,44.0,920,48.0,both,37084,920.0,12.0,37087,920.0,48.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37075,2024,150000,150000,"AB
1247 12553-09-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE OF MENTAL HEALTH
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 Unconditional Support Incorporated _(_3_7_0_7_5_) ...........................
2 150,000 ............................................. (re. $150,000)",1247,1.0,920,48.0,both,37084,920.0,12.0,37087,920.0,48.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37058,2024,100000,100000,"5 Family Service League _(_3_7_0_5_8_) ... 100,000 ............. (re. $100,000)",1247,,920,48.0,both,37084,920.0,12.0,37087,920.0,48.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,36993,2024,100000,100000,"8 Global Trauma Research, Inc _(_3_6_9_9_3_) ... 100,000 ....... (re. $100,000)",1247,,920,48.0,both,37084,920.0,12.0,37087,920.0,48.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37056,2024,75000,75000,"9 Rainbow Heights Club _(_3_7_0_5_6_) ... 75,000 ................ (re. $75,000)",1247,,920,48.0,both,37084,920.0,12.0,37087,920.0,48.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37044,2024,300000,300000,"15 For services and expenses of Crisis services of Buffalo and Erie Coun-
16 ty (Suicide Prevention and Crisis Service Inc) _(_3_7_0_4_4_) .............
17 300,000 ............................................. (re. $300,000)",1247,15.0,921,57.0,both,37086,920.0,54.0,37061,921.0,57.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37076,2024,100000,100000,"18 For services and expenses of FarmNet _(_3_7_0_7_6_) .........................
19 100,000 ............................................. (re. $100,000)",1247,18.0,921,57.0,both,37086,920.0,54.0,37061,921.0,57.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37008,2024,100000,100000,"20 For services and expenses of the Mental Health Association in New York
21 State, Inc. (MHANYS) _(_3_7_0_0_8_) ... 100,000 ............ (re. $100,000)",1247,20.0,921,57.0,both,37086,920.0,54.0,37061,921.0,57.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37088,2024,200000,200000,"22 For services and expenses of University of Rochester (Sources of
23 Strength) _(_3_7_0_8_8_) ... 200,000 ....................... (re. $200,000)",1247,22.0,921,57.0,both,37086,920.0,54.0,37061,921.0,57.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37055,2024,125000,125000,"24 For services and expenses of The Harris Project Inc (Encompass
25 Project) _(_3_7_0_5_5_) ... 125,000 ........................ (re. $125,000)",1247,24.0,921,57.0,both,37086,920.0,54.0,37061,921.0,57.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37057,2024,120000,120000,"26 For services and expenses of The Harris Project Inc (Include Project)
27 _(_3_7_0_5_7_) ... 120,000 ................................. (re. $120,000)",1247,26.0,921,57.0,both,37086,920.0,54.0,37061,921.0,57.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37034,2024,200000,200000,"28 For services and expenses of Westchester Jewish Community Services Inc
29 (WJCS) _(_3_7_0_3_4_) ... 200,000 .......................... (re. $200,000)",1247,28.0,921,57.0,both,37086,920.0,54.0,37061,921.0,57.0
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37079,2024,350000,350000,"29 For services and expenses of the Veteran's Mental Health Training
30 Initiative. Notwithstanding any provision of law to the contrary,
31 funds from this appropriation may be suballocated or transferred to
32 any state department, agency or authority to effectuate the intent
33 of this appropriation with the approval of the temporary president
34 of the senate and the director of the budget. Provided further,
35 notwithstanding any provision of law to the contrary, funds from
36 this appropriation shall be allocated only pursuant to a plan (i)
37 approved by the temporary president of the senate and the director
38 of the budget which sets forth either an itemized list of grantees
39 with the amount to be received by each, or the methodology for allo-
40 cating such appropriation, and (ii) which is thereafter included in
41 a senate resolution calling for the expenditure of such funds, which
42 resolution must be approved by a majority vote of all members
43 elected to the senate upon a roll call vote _(_3_7_0_7_9_) ................
44 350,000 ............................................. (re. $350,000)",1248,29.0,923,14.0,both,37080,921.0,20.0,37031,923.0,14.0
