agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21705,2022,93700000,17403000,"327 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 department net of disallowances, refunds, reimbursements and credits
2 (21705) ... 93,700,000 ........................... (re. $17,403,000)",39,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21705|2022|93700000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21707,2022,364500000,11500000,"3 For July and August programs for school-aged children with handicap-
4 ping conditions pursuant to section 4408 of the education law.
5 Moneys appropriated herein shall be used as follows: (i) for remain-
6 ing base year and prior school years obligations, (ii) for the
7 purposes of subdivision 4 of section 3602 of the education law for
8 schools operated under articles 87 and 88 of the education law, and
9 (iii) notwithstanding any inconsistent provision of law, for
10 payments made pursuant to this appropriation for current school year
11 obligations, provided, however, that such payments shall not exceed
12 70 percent of the state aid due for the sum of the approved tuition
13 and maintenance rates and transportation expense provided for here-
14 in; provided, however, that eligible claims shall be payable in the
15 order that such claims have been approved for payment by the commis-
16 sioner of education, but in no case shall a single payee draw down
17 more than 45 percent of this appropriation, and provided further
18 that no claim shall be set aside for insufficiency of funds to make
19 a complete payment, but shall be eligible for a partial payment in
20 one year and shall retain its priority date status for subsequent
21 appropriations designated for such purposes. Notwithstanding any
22 inconsistent provision of law, funds appropriated herein shall only
23 be available for liabilities incurred prior to July 1, 2023, shall
24 be used to pay 2021-22 school year claims in the first instance, and
25 represent the maximum amount payable during the 2022-23 state fiscal
26 year.
27 Notwithstanding any provision of law to the contrary, funds appropri-
28 ated herein shall be available for payment of liabilities heretofore
29 accrued or hereafter to accrue and, subject to the approval of the
30 director of the budget, such funds shall be available to the depart-
31 ment net of disallowances, refunds, reimbursements and credits
32 (21707) ... 364,500,000 .......................... (re. $11,500,000)",39,3,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21707|2022|364500000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21706,2022,1035000000,211492000,"33 For the state's share of the costs of the education of preschool chil-
34 dren with disabilities pursuant to section 4410 of the education
35 law. Notwithstanding any inconsistent provision of law to the
36 contrary, the amount appropriated herein shall support a state share
37 of preschool handicapped education costs for the 2021-22 school year
38 limited to 59.5 percent of such total approved expenditures, and
39 furthermore, notwithstanding any other provision of law, local
40 claims for reimbursement of costs incurred prior to the 2020-21
41 school year and during the 2020-21 school year that have been
42 approved for payment by the education department as of March 31,
43 2022 shall be the first claims paid from this appropriation.
44 Notwithstanding any provision of law to the contrary, funds appropri-
45 ated herein shall be available for payment of liabilities heretofore
46 accrued or hereafter to accrue and, subject to the approval of the
47 director of the budget, such funds shall be available to the depart-
48 ment net of disallowances, refunds, reimbursements and credits
49 (21706) ... 1,035,000,000 ....................... (re. $211,492,000)",39,33,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21706|2022|1035000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,55938,2022,17180000,17180000,"328 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 that takes effect on or after December 31, 2016, pursuant to section
2 652 of the labor law. Organizations eligible for funding made avail-
3 able by this appropriation shall be limited to special act school
4 districts and those that are required to file a consolidated fiscal
5 report with the state education department and provide preschool and
6 school-age special education services under articles 81, 85 and 89
7 of the education law. Each eligible organization in receipt of fund-
8 ing made available by this appropriation shall submit written
9 certification, in such form and at such time as the commissioner
10 shall prescribe, attesting to how such funding will be or was used
11 for purposes eligible under this appropriation. Notwithstanding any
12 inconsistent provision of law, and subject to the approval of the
13 director of the budget, the amounts appropriated herein may be
14 increased or decreased by interchange or transfer to any local
15 assistance appropriation of the state education department (55938)
16 ... 17,180,000 ................................... (re. $17,180,000)",40,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55938|2022|17180000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21779,2022,1382000,101000,"7 For services and expenses associated with the math and science high
8 schools for the 2022-23 school year in the amount of $1,382,000,
9 provided that such funds shall be allocated equally among those
10 entities that received program funding for the 2007-08 school year
11 (21779) ... 1,382,000 ............................... (re. $101,000)",41,7,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21779|2022|1382000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,55939,2022,461000,461000,"12 For additional services and expenses associated with the Bard High
13 School Early College Queens for the 2022-23 school year (55939) ....
14 461,000 ............................................. (re. $461,000)",41,12,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55939|2022|461000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21804,2022,490000,490000,"10 For services and expenses of a $490,000 2022-23 school year program
11 for mentoring and tutoring operated by the Hillside Children's
12 Center, which is based on model programs proven to be effective in
13 producing outcomes that include, but are not limited to, improved
14 graduation rates, provided that such services shall be provided to
15 students in one or more city school districts located in a city
16 having a population in excess of 125,000 and less than 1,000,000
17 inhabitants (21804) ... 490,000 ..................... (re. $490,000)",42,10,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21804|2022|490000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,56045,2022,1000000,160000,"20 For educational services and expenses for out of school immigrant
21 youth and young adults (56045) ... 1,000,000 ........ (re. $160,000)",42,20,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|56045|2022|1000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,23364,2023,100000000,100000000,"332 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 need of students to be served by the school district or board of
2 cooperative educational services, (ii) the school district's
3 proposal to target the highest-need schools and students, or board
4 of cooperative educational services' proposal to target the
5 highest-need students, (iii) the extent to which the district's or
6 board of cooperative educational services' proposal would address
7 student learning loss or well-being in response to the trauma
8 brought about by the COVID-19 pandemic, (iv) the extent to which the
9 proposal would provide for delivery of services directly in school
10 buildings, (v) the extent to which the proposal maximizes the number
11 of students served, and (vi) proposal quality.
12 Provided further that a school district or board of cooperative educa-
13 tional services shall be eligible for a grant in an amount not to
14 exceed the amount of local, state, and federal funds that it commits
15 to expend on the same allowable purpose or purposes for which it
16 seeks a grant.
17 [Provided further that of the amount appropriated herein, up to
18 $50,000,000 shall be available for awards for the 2023-24 school
19 year, and up to $50,000,000 shall be available for awards for the
20 2024-25 school year.]
21 Provided further that no school district or board of cooperative
22 educational services shall receive more than 40 percent of the total
23 New York state recover from COVID school program grant allocation.
24 Notwithstanding section 40 of the state finance law or any provision
25 of law to the contrary, this appropriation shall remain in full
26 force and effect to the maximum extent allowed by law (23364) ......
27 100,000,000 ..................................... (re. $100,000,000)",44,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|23364|2023|100000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,55949,2021,1000000,1000000,"28 By chapter 53, section 1, of the laws of 2021:
29 For services and expenses of the East Ramapo Central School District
30 (55949) ... 1,000,000 ............................. (re. $1,000,000)",44,28,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55949|2021|1000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,23445,2021,9982000,2638000,"38 Funds appropriated herein shall be available for services and expenses
39 of a $14,260,000 teacher resources and computer training center
40 program for the 2021-22 school year (23445) ........................
41 9,982,000 ......................................... (re. $2,638,000)",44,38,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|23445|2021|9982000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21705,2021,93700000,13156000,"334 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 Provided further that, notwithstanding any inconsistent provision of
2 law, upon disbursement of funds appropriated for allowances to
3 schools for the blind and deaf in the individuals with disabilities
4 program special revenue funds-federal/aid to localities for purposes
5 of this appropriation, funds appropriated herein shall be reduced in
6 an amount equivalent to such disbursement and the portion of this
7 appropriation so affected shall have no further force or effect.
8 Notwithstanding any provision of the law to the contrary, funds appro-
9 priated herein shall be available for payment of liabilities hereto-
10 fore accrued or hereafter to accrue and, subject to the approval of
11 the director of the budget, such funds shall be available to the
12 department net of disallowances, refunds, reimbursements and credits
13 (21705) ... 93,700,000 ........................... (re. $13,156,000)",46,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21705|2021|93700000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21707,2021,364500000,52597000,"14 For July and August programs for school-aged children with handicap-
15 ping conditions pursuant to section 4408 of the education law.
16 Moneys appropriated herein shall be used as follows: (i) for remain-
17 ing base year and prior school years obligations, (ii) for the
18 purposes of subdivision 4 of section 3602 of the education law for
19 schools operated under articles 87 and 88 of the education law, and
20 (iii) notwithstanding any inconsistent provision of law, for
21 payments made pursuant to this appropriation for current school year
22 obligations, provided, however, that such payments shall not exceed
23 70 percent of the state aid due for the sum of the approved tuition
24 and maintenance rates and transportation expense provided for here-
25 in; provided, however, that eligible claims shall be payable in the
26 order that such claims have been approved for payment by the commis-
27 sioner of education, but in no case shall a single payee draw down
28 more than 45 percent of this appropriation, and provided further
29 that no claim shall be set aside for insufficiency of funds to make
30 a complete payment, but shall be eligible for a partial payment in
31 one year and shall retain its priority date status for subsequent
32 appropriations designated for such purposes. Notwithstanding any
33 inconsistent provision of law, funds appropriated herein shall only
34 be available for liabilities incurred prior to July 1, 2022, shall
35 be used to pay 2020-21 school year claims in the first instance, and
36 represent the maximum amount payable during the 2021-22 state fiscal
37 year.
38 Notwithstanding any provision of law to the contrary, funds appropri-
39 ated herein shall be available for payment of liabilities heretofore
40 accrued or hereafter to accrue and, subject to the approval of the
41 director of the budget, such funds shall be available to the depart-
42 ment net of disallowances, refunds, reimbursements and credits
43 (21707) ... 364,500,000 .......................... (re. $52,597,000)",46,14,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21707|2021|364500000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21706,2021,1035000000,208727000,"335 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 approved for payment by the education department as of March 31,
2 2021 shall be the first claims paid from this appropriation.
3 Notwithstanding any provision of law to the contrary, funds appropri-
4 ated herein shall be available for payment of liabilities heretofore
5 accrued or hereafter to accrue and, subject to the approval of the
6 director of the budget, such funds shall be available to the depart-
7 ment net of disallowances, refunds, reimbursements and credits
8 (21706) ... 1,035,000,000 ....................... (re. $208,727,000)",47,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21706|2021|1035000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,55938,2021,17180000,17160000,"9 Notwithstanding any inconsistent provision of law, funding made avail-
10 able by this appropriation shall support direct salary costs and
11 related fringe benefits associated with any minimum wage increase
12 that takes effect on or after December 31, 2016, pursuant to section
13 652 of the labor law. Organizations eligible for funding made avail-
14 able by this appropriation shall be limited to special act school
15 districts and those that are required to file a consolidated fiscal
16 report with the state education department and provide preschool and
17 school-age special education services under articles 81, 85 and 89
18 of the education law. Each eligible organization in receipt of fund-
19 ing made available by this appropriation shall submit written
20 certification, in such form and at such time as the commissioner
21 shall prescribe, attesting to how such funding will be or was used
22 for purposes eligible under this appropriation. Notwithstanding any
23 inconsistent provision of law, and subject to the approval of the
24 director of the budget, the amounts appropriated herein may be
25 increased or decreased by interchange or transfer to any local
26 assistance appropriation of the state education department (55938)
27 ... 17,180,000 ................................... (re. $17,160,000)",47,9,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55938|2021|17180000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21774,2021,466000,150000,"28 For services and expenses of the New York state center for school
29 safety for the 2021-22 school year. Funds appropriated herein shall
30 be used to operate a statewide center and shall be subject to an
31 expenditure plan approved by the director of the budget (21774)
32 466,000 ............................................. (re. $150,000)",47,28,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21774|2021|466000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21775,2021,691000,229000,"33 For services and expenses of the health education program for the
34 2021-22 school year. Funds appropriated herein shall be available
35 for health-related programs including, but not limited to, those
36 providing instruction and supportive services in comprehensive
37 health education and/or acquired immune deficiency syndrome (AIDS)
38 education. Of the amounts appropriated herein, $86,000 shall be
39 available for the program previously operated as the school health
40 demonstration program. Notwithstanding any other provision of law to
41 the contrary, funds appropriated herein may be suballocated, subject
42 to the approval of the director of the budget, to any state agency
43 or department to accomplish the purpose of this appropriation
44 (21775) ... 691,000 ................................. (re. $229,000)",47,33,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21775|2021|691000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,56150,2021,450000,450000,"17 For services and expenses of United Community Schools, Incorporated
18 (56150) ... 450,000 ................................. (re. $450,000)",49,17,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|56150|2021|450000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,56150,2020,450000,450000,"49 For services and expenses of United Community Schools, Incorporated
50 (56150) ... 450,000 ................................. (re. $450,000)",55,49,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|56150|2020|450000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21705,2020,93700000,25861000,"348 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 of age, including transfers to the miscellaneous special revenue
2 fund Rome school for the deaf account pursuant to a plan to be
3 developed by the commissioner and approved by the director of the
4 budget.
5 Of the amounts appropriated herein, up to $84,700,000 shall be avail-
6 able for reimbursement to school districts for the tuition costs of
7 students attending schools for the blind and deaf during the 2019-20
8 school year pursuant to subdivision 2 of section 4204 of the educa-
9 tion law and subdivision 2 of section 4207 of the education law, and
10 up to $9,000,000 shall be available for remaining allowable
11 purposes. Provided further that, notwithstanding any inconsistent
12 provision of law, upon disbursement of funds appropriated for allow-
13 ances to schools for the blind and deaf in the individuals with
14 disabilities program special revenue funds-federal/aid to localities
15 for purposes of this appropriation, funds appropriated herein shall
16 be reduced in an amount equivalent to such disbursement and the
17 portion of this appropriation so affected shall have no further
18 force or effect.
19 Notwithstanding any provision of the law to the contrary, funds appro-
20 priated herein shall be available for payment of liabilities hereto-
21 fore accrued or hereafter to accrue and, subject to the approval of
22 the director of the budget, such funds shall be available to the
23 department net of disallowances, refunds, reimbursements and credits
24 (21705) ............................................................
25 93,700,000 ....................................... (re. $25,861,000)",60,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21705|2020|93700000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21707,2020,364500000,100644000,"349 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 director of the budget, such funds shall be available to the depart-
2 ment net of disallowances, refunds, reimbursements and credits
3 (21707) ... 364,500,000 ......................... (re. $100,644,000)",61,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21707|2020|364500000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21706,2020,1035000000,244351000,"4 For the state's share of the costs of the education of preschool chil-
5 dren with disabilities pursuant to section 4410 of the education
6 law. Notwithstanding any inconsistent provision of law to the
7 contrary, the amount appropriated herein shall support a state share
8 of preschool handicapped education costs for the 2019-20 school year
9 limited to 59.5 percent of such total approved expenditures, and
10 furthermore, notwithstanding any other provision of law, local
11 claims for reimbursement of costs incurred prior to the 2018-19
12 school year and during the 2018-19 school year that have been
13 approved for payment by the education department as of March 31,
14 2020 shall be the first claims paid from this appropriation.
15 Notwithstanding any provision of law to the contrary, funds appropri-
16 ated herein shall be available for payment of liabilities heretofore
17 accrued or hereafter to accrue and, subject to the approval of the
18 director of the budget, such funds shall be available to the depart-
19 ment net of disallowances, refunds, reimbursements and credits
20 (21706) ... 1,035,000,000 ....................... (re. $244,351,000)",61,4,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21706|2020|1035000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,55938,2020,17180000,17150000,"21 Notwithstanding any inconsistent provision of law, funding made avail-
22 able by this appropriation shall support direct salary costs and
23 related fringe benefits associated with any minimum wage increase
24 that takes effect on or after December 31, 2016, pursuant to section
25 652 of the labor law. Organizations eligible for funding made avail-
26 able by this appropriation shall be limited to special act school
27 districts and those that are required to file a consolidated fiscal
28 report with the state education department and provide preschool and
29 school-age special education services under articles 81, 85 and 89
30 of the education law. Each eligible organization in receipt of fund-
31 ing made available by this appropriation shall submit written
32 certification, in such form and at such time as the commissioner
33 shall prescribe, attesting to how such funding will be or was used
34 for purposes eligible under this appropriation. Notwithstanding any
35 inconsistent provision of law, and subject to the approval of the
36 director of the budget, the amounts appropriated herein may be
37 increased or decreased by interchange or transfer to any local
38 assistance appropriation of the state education department (55938)
39 ... 17,180,000 ................................... (re. $17,150,000)",61,21,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55938|2020|17180000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,55962,2019,1200000,384000,"1 By chapter 53, section 1, of the laws of 2019:
2 For services and expenses of community school regional technical
3 assistance centers for the 2019-20 school year. Funds appropriated
4 herein shall be used to operate three regional centers that shall
5 provide technical assistance to school districts establishing or
6 operating community school programs, pursuant to a plan developed by
7 the commissioner of education and approved by the director of the
8 budget. Provided, further, that such plan shall establish a process
9 for selection of nonprofit entities with expertise in community
10 school programs and technical assistance to operate such centers
11 (55962) ... 1,200,000 ............................... (re. $384,000)",62,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55962|2019|1200000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21763,2019,1303000,37000,"16 For services and expenses of remaining obligations for the 2018-19
17 school year for support for the operation of targeted pre-kindergar-
18 ten for those providers not eligible to receive funding pursuant to
19 section 3602-e of the education law and for support for providers
20 continuing to operate such programs in the 2019-20 school year. Such
21 funds shall be expended pursuant to a plan developed by the commis-
22 sioner of education and approved by the director of the budget
23 (21763) ... 1,303,000 ................................ (re. $37,000)",62,16,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21763|2019|1303000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21702,2019,34400000,6761000,"27 For the school lunch and breakfast program. Funds for the school lunch
28 and breakfast program shall be expended subject to the limitation of
29 funds available and may be used to reimburse sponsors of non-profit
30 school lunch, breakfast, or other school child feeding programs
31 based upon the number of federally reimbursable breakfasts and
32 lunches served to students under such program agreements entered
33 into by the state education department and such sponsors, in accord-
34 ance with an act of Congress entitled the ""National School Lunch
35 Act,"" P.L. 79-396, as amended, or the provisions of the ""Child
36 Nutrition Act of 1966,"" P.L. 89-642, as amended, in the case of
37 school breakfast programs to reimburse sponsors in excess of the
38 federal rates of reimbursement. Notwithstanding any provision of law
39 to the contrary, the moneys hereby appropriated, or so much thereof
40 as may be necessary, are to be available for the purposes herein
41 specified for obligations heretofore accrued or hereafter to accrue
42 for the school years beginning July 1, 2017, July 1, 2018 and July
43 1, 2019.
44 Notwithstanding any law, rule or regulation to the contrary, the
45 amount appropriated herein represents the maximum amount payable
46 during the 2019-20 state fiscal year for state reimbursement for
47 school lunch and breakfast programs (21702) ........................
48 34,400,000 ........................................ (re. $6,761,000)",62,27,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21702|2019|34400000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,55986,2019,10000000,10000000,"351 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 ally reimbursable lunches served to students under such program
2 agreements entered into by the state education department and such
3 sponsors, in accordance with the provisions of the ""National School
4 Lunch Act,"" P.L. 79-396, as amended, to reimburse sponsors in excess
5 of the federal and State rates of reimbursement, provided, that the
6 total State subsidy shall not exceed twenty-five cents per school
7 lunch meal, which shall include any annual state subsidy received by
8 such sponsor under any other provision of State law, provided
9 further that funds appropriated herein shall be made available on or
10 after April 1, 2020 (55986) ... 10,000,000 ....... (re. $10,000,000)",63,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55986|2019|10000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,23316,2019,2300000,2300000,"11 For additional services of the school lunch and breakfast program to
12 pay the student cost of reduced price meals effective July 1, 2019
13 (23316) ... 2,300,000 ............................. (re. $2,300,000)",63,11,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|23316|2019|2300000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21705,2019,93700000,223000,"17 For costs associated with schools for the blind and deaf and other
18 students with disabilities subject to article 85 of the education
19 law, including state aid for blind and deaf pupils in certain insti-
20 tutions to be paid for the purposes provided under section 4204-a of
21 the education law for the education of deaf children under 3 years
22 of age, including transfers to the miscellaneous special revenue
23 fund Rome school for the deaf account pursuant to a plan to be
24 developed by the commissioner and approved by the director of the
25 budget.
26 Of the amounts appropriated herein, up to $84,700,000 shall be avail-
27 able for reimbursement to school districts for the tuition costs of
28 students attending schools for the blind and deaf during the 2018-19
29 school year pursuant to subdivision 2 of section 4204 of the educa-
30 tion law and subdivision 2 of section 4207 of the education law, and
31 up to $9,000,000 shall be available for remaining allowable
32 purposes.
33 Provided further that, notwithstanding any inconsistent provision of
34 law, upon disbursement of funds appropriated for allowances to
35 schools for the blind and deaf in the individuals with disabilities
36 program special revenue funds-federal/aid to localities for purposes
37 of this appropriation, funds appropriated herein shall be reduced in
38 an amount equivalent to such disbursement and the portion of this
39 appropriation so affected shall have no further force or effect.
40 Notwithstanding any provision of the law to the contrary, funds appro-
41 priated herein shall be available for payment of liabilities hereto-
42 fore accrued or hereafter to accrue and, subject to the approval of
43 the director of the budget, such funds shall be available to the
44 department net of disallowances, refunds, reimbursements and credits
45 (21705) ... 93,700,000 .............................. (re. $223,000)",63,17,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21705|2019|93700000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21706,2019,1035000000,243136000,"352 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 claims for reimbursement of costs incurred prior to the 2017-18
2 school year and during the 2017-18 school year that have been
3 approved for payment by the education department as of March 31,
4 2019 shall be the first claims paid from this appropriation.
5 Notwithstanding any provision of law to the contrary, funds appro-
6 priated herein shall be available for payment of liabilities hereto-
7 fore accrued or hereafter to accrue and, subject to the approval of
8 the director of the budget, such funds shall be available to the
9 department net of disallowances, refunds, reimbursements and credits
10 (21706) ... 1,035,000,000 ....................... (re. $243,136,000)",64,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21706|2019|1035000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,55938,2019,17180000,16942000,"11 Notwithstanding any inconsistent provision of law, funding made avail-
12 able by this appropriation shall support direct salary costs and
13 related fringe benefits associated with any minimum wage increase
14 that takes effect on or after December 31, 2016, pursuant to section
15 652 of the labor law. Organizations eligible for funding made avail-
16 able by this appropriation shall be limited to special act school
17 districts and those that are required to file a consolidated fiscal
18 report with the state education department and provide preschool and
19 school-age special education services under articles 81, 85 and 89
20 of the education law. Each eligible organization in receipt of fund-
21 ing made available by this appropriation shall submit written
22 certification, in such form and at such time as the commissioner
23 shall prescribe, attesting to how such funding will be or was used
24 for purposes eligible under this appropriation. Notwithstanding any
25 inconsistent provision of law, and subject to the approval of the
26 director of the budget, the amounts appropriated herein may be
27 increased or decreased by interchange or transfer to any local
28 assistance appropriation of the state education department (55938)
29 ... 17,180,000 ................................... (re. $16,942,000)",64,11,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|55938|2019|17180000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21775,2019,691000,50000,"41 For services and expenses of the health education program for the
42 2019-20 school year. Funds appropriated herein shall be available
43 for health-related programs including, but not limited to, those
44 providing instruction and supportive services in comprehensive
45 health education and/or acquired immune deficiency syndrome (AIDS)
46 education. Of the amounts appropriated herein, $86,000 shall be
47 available for the program previously operated as the school health
48 demonstration program. Notwithstanding any other provision of law to
49 the contrary, funds appropriated herein may be suballocated, subject
50 to the approval of the director of the budget, to any state agency
51 or department to accomplish the purpose of this appropriation
52 (21775) ... 691,000 .................................. (re. $50,000)",64,41,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21775|2019|691000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,21779,2019,1382000,11000,"39 For services and expenses associated with the math and science high
40 schools for the 2019-20 school year in the amount of $1,382,000,
41 provided that such funds shall be allocated equally among those
42 entities that received program funding for the 2007-08 school year
43 (21779) ... 1,382,000 ................................ (re. $11,000)",65,39,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|21779|2019|1382000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Federal Department of Education Account - 25210,56139,2019,1465000,368000,"354 12653-10-4
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2024-25
1 herein shall support the continuation and expansion of the early
2 college high schools program pursuant to a plan developed by the
3 commissioner of education and approved by the director of the budget
4 provided, further, that a portion of the payment to the early
5 college high schools program awarded from this appropriation shall
6 be available on a sliding scale based upon the number of college
7 credits earned annually by participating students consistent with
8 guidelines established by the commissioner. Provided further that,
9 notwithstanding any provision of law to the contrary, higher educa-
10 tion partners participating in an early college high schools
11 program, or the entity/entities responsible for setting tuition at
12 the institution, shall be authorized to set a reduced rate of
13 tuition and/or fees, or to waive tuition and/or fees entirely, for
14 students enrolled in such early college high schools program with no
15 reduction in other state, local or other support for such students
16 earning college credit that such higher education partner would
17 otherwise be eligible to receive (56139) ...........................
18 1,465,000 ........................................... (re. $368,000)",66,1,2024-25,SED ATL Reapprops.pdf,EDUCATION DEPARTMENT|56139|2019|1465000
