agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,capital projects fund,Clean Air Implementation-DEC Account - 30501,81044,2004,2527000,1857000,"35 By chapter 55, section 1, of the laws of 2004:
36 For services and expenses including personal services and fringe bene-
37 fits necessary to implement the clean water/clean air bond act in
38 accordance with the purpose included in the following project sched-
39 ule (09BA04WI) (81044) ... 2,527,000 .............. (re. $1,857,000)",198,35.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|81044|2004|2527000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Climate Change Mitigation and Adaptation Account - 30455,25706,2022,2500000,2199000,"32 The appropriation made by chapter 54, section 1, of the laws of 2022, as
33 supplemented by an interchange in accordance with section 93 of the
34 state finance law, is hereby amended and reappropriated to read:
35 For services and expenses of projects and purposes authorized by
36 section 92-s of the state finance law to receive funding from the
37 climate change mitigation and adaptation account in accordance with
38 a programmatic and financial plan to be approved by the director of
39 the budget, including suballocation to other state departments and
40 agencies, according to the following:
41 Notwithstanding any law to the contrary, to address greenhouse gas
42 emissions outside of the power sector including but not limited to
43 the development of statewide greenhouse gas inventories, demon-
44 stration projects, community engagement and applied research related
45 to the transportation sector or methane and other shortlived climate
46 pollutant sources; including up to $500,000 for the regenerate NY
47 grant program; $250,000 to the North American Sustainable Refriger-
48 ation Council for the purpose of establishing a natural refriger-
49 ation demonstration project in a disadvantaged community (09GG22ER)
50 (25706) ... 2,500,000 ............................. (re. $2,199,000)",204,32.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25706|2022|2500000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Climate Change Mitigation and Adaptation Account - 30455,25711,2022,0,2700000,"AB
205 12554-09-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 Notwithstanding any law to the contrary, (a) for the department of
2 environmental conservation to enter into a contract or contracts for
3 the development of local climate resiliency plans and adaptation
4 projects_;____n_o_t_w_i_t_h_s_t_a_n_d_i_n_g___a_n_y___l_a_w___t_o___t_h_e___c_o_n_t_r_a_r_y_,___i_n_c_l_u_d_i_n_g
5 _$_5_0_0_,_0_0_0___f_o_r___a__r_e_s_i_l_i_e_n_c_y__p_l_a_n_t_i_n_g__p_r_o_g_r_a_m, and (b) up to $200,000
6 to the department of agriculture and markets for services and
7 expenses of the wood products development council, including subal-
8 location to other state departments and agencies; $1,750,000 for
9 climate coordinators; and $2,100,000 to the State University of New
10 York College of Environmental Science and Forestry for the Timbuctoo
11 pipeline summer climate and careers institute; and $500,000 to the
12 State University of New York College of Environmental Science and
13 Forestry, directly or through its Climate and Applied Forestry
14 Research Institute, to support research and development of forestry
15 and forest products (09SV22ER) (25711) .............................
16 [5,300,000] _5_,_8_0_0_,_0_0_0 ............................. (re. $2,700,000)",205,1.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25711|2022|0
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Climate Change Mitigation and Adaptation Account - 30455,25701,2022,0,14485000,"33 Climate smart communities projects pursuant to title 15 of article 54
34 of the environmental conservation law including clean vehicle
35 projects; notwithstanding any law to the contrary, including
36 [$500,000 for a resiliency planting program;] up to $500,000 for:
37 grants to municipalities for acquisition of community forests;
38 $1,000,000 for municipal pilot programs for publicly accessible
39 electric vehicle fast chargers installed on municipal infrastructure
40 including for curbside charging stations (09CS22ER) (25701) ........
41 [15,000,000] _1_4_,_5_0_0_,_0_0_0 .......................... (re. $14,485,000)",205,33.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25701|2022|0
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Climate Change Mitigation and Adaptation Account - 30455,25711,2021,0,800000,"9 Notwithstanding any law to the contrary, (a) for the department of
10 environmental conservation to enter into a contract or contracts for
11 the development of local climate resiliency plans and adaptation
12 projects_;___n_o_t_w_i_t_h_s_t_a_n_d_i_n_g___a_n_y___l_a_w___t_o___t_h_e___c_o_n_t_r_a_r_y_,____i_n_c_l_u_d_i_n_g
13 _$_5_0_0_,_0_0_0___f_o_r___a__r_e_s_i_l_i_e_n_c_y__p_l_a_n_t_i_n_g__p_r_o_g_r_a_m, and (b) up to $200,000
14 to the department of agriculture and markets for services and
15 expenses of the wood products development council, including subal-
16 location to other state departments and agencies (09SV21ER) (25711)
17 ... [800,000] _1_,_3_0_0_,_0_0_0 ............................. (re. $800,000)",206,9.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25711|2021|0
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Climate Change Mitigation and Adaptation Account - 30455,25701,2021,0,9644000,"34 Climate smart communities projects pursuant to title 15 of article 54
35 of the environmental conservation law including clean vehicle
36 projects; notwithstanding any law to the contrary, including
37 [$500,000 for a resiliency planting program;] up to $500,000 for:
38 grants to municipalities for acquisition of community forests; and
39 not less than $1,000,000 for municipal pilot programs for publicly
40 accessible electric vehicle fast chargers installed on municipal
41 infrastructure (09CS21ER) (25701) ..................................
42 [10,300,000] _9_,_8_0_0_,_0_0_0 ............................ (re. $9,644,000)",206,34.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25701|2021|0
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Climate Change Mitigation and Adaptation Account - 30455,25711,2020,0,818000,"9 Notwithstanding any law to the contrary, (a) for the department of
10 environmental conservation to enter into a contract or contracts for
11 the development of local climate resiliency plans and adaptation
12 projects_;___n_o_t_w_i_t_h_s_t_a_n_d_i_n_g___a_n_y___l_a_w___t_o___t_h_e___c_o_n_t_r_a_r_y_,____i_n_c_l_u_d_i_n_g
13 _$_5_0_0_,_0_0_0___f_o_r___a__r_e_s_i_l_i_e_n_c_y__p_l_a_n_t_i_n_g__p_r_o_g_r_a_m, and (b) up to $200,000
14 to the department of agriculture and markets for services and
15 expenses of the wood products development council, including subal-
16 location to other state departments and agencies (09SV20ER) (25711)
17 ... [1,000,000] _1_,_5_0_0_,_0_0_0 ........................... (re. $818,000)",207,9.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25711|2020|0
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Climate Change Mitigation and Adaptation Account - 30455,25701,2020,0,9307000,"34 Climate smart communities projects pursuant to title 15 of article 54
35 of the environmental conservation law including clean vehicle
36 projects; notwithstanding any law to the contrary, including
37 [$500,000 for a resiliency planting program;] $50,000 to Groundwork
38 Hudson Valley; and up to $500,000 for: grants to municipalities for
39 aquisition of community forests (09CS20ER) (25701) .................
40 [10,150,000] _9_,_6_5_0_,_0_0_0 ............................ (re. $9,307,000)",207,34.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25701|2020|0
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Climate Change Mitigation and Adaptation Account - 30455,25711,2019,0,1784000,"8 Notwithstanding any law to the contrary, (a) for the department of
9 environmental conservation to enter into a contract or contracts for
10 the development of local climate resiliency plans and adaptation
11 projects_;____n_o_t_w_i_t_h_s_t_a_n_d_i_n_g___a_n_y___l_a_w___t_o___t_h_e___c_o_n_t_r_a_r_y_,___i_n_c_l_u_d_i_n_g
12 _$_5_0_0_,_0_0_0__f_o_r__a__r_e_s_i_l_i_e_n_c_y__p_l_a_n_t_i_n_g__p_r_o_g_r_a_m, and (b) up to $200,000
13 to the department of agriculture and markets for services and
14 expenses of the wood products development council, including subal-
15 location to other state departments and agencies (09SV19ER) (25711)
16 ... [2,000,000] _2_,_5_0_0_,_0_0_0 ......................... (re. $1,784,000)",208,8.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25711|2019|0
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Climate Change Mitigation and Adaptation Account - 30455,25718,2019,1648000,1648000,"24 Notwithstanding any law to the contrary for the New York state soil
25 and water conservation committee in conjunction with the department
26 of agriculture and markets to develop a pilot climate resilient
27 farms program consistent with agriculture and markets law article
28 11-a, agricultural environmental management program including up to
29 $200,000 for the Cornell Soil Health Program for research and educa-
30 tion to improve soil resiliency to climate variations and mitigate
31 greenhouse gas emissions by carbon sequestration, and up to $400,000
32 for the Dutchess county soil and water conservation district to
33 implement a Hudson Valley Carbon Farming Pilot project to study the
34 carbon and other greenhouse gas sequestration potential of on-farm
35 best management practices in cooperation with the Columbia, Ulster,
36 Sullivan, and Orange county soil and water conservation districts.
37 Such study shall consist of no less than eight commercial farms and
38 orchards, and shall be no longer than two years in duration, with
39 soil testing for carbon content and water holding capacity at six
40 month intervals (09CR19ER) (25718) ... 4,500,000 .. (re. $1,648,000)",208,24.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25718|2019|1648000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Climate Change Mitigation and Adaptation Account - 30455,25701,2019,0,8820000,"41 Climate smart communities projects pursuant to title 15 of article 54
42 of the environmental conservation law including clean vehicle
43 projects; notwithstanding any law to the contrary [, including
44 $500,000 for a resiliency planting program] (09CS19ER) (25701) ...
45 [10,650,000] _1_0_,_1_5_0_,_0_0_0 ........................... (re. $8,820,000)",208,41.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25701|2019|0
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Climate Change Mitigation and Adaptation Account - 30455,25711,2018,0,607000,"11 Notwithstanding any law to the contrary, for the department of envi-
12 ronmental conservation to enter into a contract or contracts for the
13 development of local climate resiliency plans and adaptation
14 projects_;____n_o_t_w_i_t_h_s_t_a_n_d_i_n_g___a_n_y___l_a_w___t_o___t_h_e___c_o_n_t_r_a_r_y_,___i_n_c_l_u_d_i_n_g
15 _$_5_0_0_,_0_0_0__f_o_r__a__r_e_s_i_l_i_e_n_c_y__p_l_a_n_t_i_n_g__p_r_o_g_r_a_m (09SV18ER) (25711) ......
16 [3,000,000] _3_,_5_0_0_,_0_0_0 ............................... (re. $607,000)",209,11.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25711|2018|0
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Climate Change Mitigation and Adaptation Account - 30455,25701,2018,0,6033000,"33 Climate smart communities projects pursuant to title 15 of article 54
34 of the environmental conservation law including clean vehicle
35 projects; notwithstanding any law to the contrary [, including
36 $500,000 for a resiliency planting program] (09CS18ER) (25701) ...
37 [10,650,000] _1_0_,_1_5_0_,_0_0_0 ........................... (re. $6,033,000)",209,33.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25701|2018|0
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Climate Change Mitigation and Adaptation Account - 30455,25711,2017,0,366000,"3 Notwithstanding any law to the contrary, for the department of envi-
4 ronmental conservation to fund climate adaptation projects and to
5 provide up to $750,000 to support municipalities incorporation of
6 guidance developed under the community risk and resiliency act into
7 their local planning and ordinances_;__n_o_t_w_i_t_h_s_t_a_n_d_i_n_g__a_n_y__l_a_w__t_o__t_h_e
8 _c_o_n_t_r_a_r_y_,__i_n_c_l_u_d_i_n_g___$_5_0_0_,_0_0_0___f_o_r___a___r_e_s_i_l_i_e_n_c_y___p_l_a_n_t_i_n_g___p_r_o_g_r_a_m
9 (09SV17ER) (25711) ... [750,000] _1_,_2_5_0_,_0_0_0 .......... (re. $366,000)",210,3.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25711|2017|0
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Climate Change Mitigation and Adaptation Account - 30455,25701,2017,0,7764000,"31 Climate smart communities projects pursuant to title 15 of article 54
32 of the environmental conservation law including clean vehicle
33 projects; notwithstanding any law to the contrary, [including
34 $500,000 for a resiliency planting program; and] including $500,000
35 to implement easily replicated renewable energy projects, including
36 solar arrays, heat pumps, and wind turbines across the state in
37 public low income housing in suburban, urban, and rural areas with
38 the goal of advancing employment opportunities for individuals
39 living in environmental justice communities and individuals who have
40 been discharged from state correctional facilities or local jails
41 (09CS17ER) (25701) ... [12,000,000] _1_1_,_5_0_0_,_0_0_0 .... (re. $7,764,000)",210,31.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25701|2017|0
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Open Space Account - 30454,24835,2023,2750000,746000,"45 Notwithstanding any law to the contrary, for the Finger Lakes-Lake
46 Ontario Watershed Protection Alliance (09FL23ER) (24835) ...........
47 2,750,000 ........................................... (re. $746,000)",217,45.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24835|2023|2750000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Open Space Account - 30454,62028,2022,300000,18000,"40 Notwithstanding any law to the contrary, for the Friends of the Upper
41 Delware River to implement the Delaware River Basin Restoration
42 Program, including up to $100,000 for operational expenses
43 (09UD22ER) (62028) ... 300,000 ....................... (re. $18,000)",221,40.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|62028|2022|300000
